vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1476200	71.9258960632785	86.3044549542813	259.37422641348	295.257741538636
PF3D7_0532500	20.5502560180796	12.0424820866439	145.502614817318	144.429483477104
PF3D7_0731100	167.484586547349	228.807159646234	453.377712836571	533.840622472332
PF3D7_0800900	0	0	47.4465048317342	53.9325286401842
PF3D7_0916700	329.831609090177	291.026650427228	731.730541182745	733.116745244538
PF3D7_1036500	21.5777688189836	31.1097453904968	115.980345144239	159.055253955798
PF3D7_1457200	1156.97941381788	1126.97561527509	560.923123788502	448.828331564923
PF3D7_0826700	4732.72396096373	4833.04947743975	1884.15342520687	1830.96364180151
PF3D7_0906600	316.473942678425	252.892123819522	570.412424754849	678.270105949435
PF3D7_0402100	11.3026408099438	9.03186156498293	120.197812240393	177.337467054165
PF3D7_0623200	201.39250897718	238.842561385104	85.4037086971216	74.9570737033069
PF3D7_0522100	29.7978712262154	36.1274462599317	106.491044177892	135.28837692792
PF3D7_1423000	184.952304162716	183.64785182132	402.768107682722	388.49702834031
PF3D7_0618300	1886.51350245971	2378.39021211217	1068.07354210104	1029.28859743809
PF3D7_0601900	254.823174624187	107.378798605908	929.951494701991	892.171999200336
PF3D7_1401300	11.3026408099438	21.0743436516268	122.30654578847	122.490827759062
PF3D7_1446200	2745.51420401543	2099.40604377159	840.330318908715	727.632081315028
PF3D7_1125800	42.1280248370631	70.2478121720894	231.960690288478	204.760786701716
PF3D7_0215000	170.567124950061	153.54164660471	470.247581221188	563.09216342972
PF3D7_1365200	142.824279325653	133.47084312697	42.1746709615415	45.7055327459188
PF3D7_1312600	211.66763698622	187.662012516867	439.67094477407	478.079872522311
PF3D7_0823300	525.059041261933	386.362966946492	1107.08511274046	1296.20890867426
PF3D7_0831200	66.7883320587586	64.2265711287675	166.589950298089	217.558335870574
PF3D7_0304600	38.0179736334472	31.1097453904968	141.285147721164	169.1104711599
PF3D7_1457100	90.4211264795501	82.2902942587333	198.220953519245	241.325212898451
PF3D7_0212600	50.348127244295	85.3009147803943	264.646060283673	256.865094032064
PF3D7_1252400	12.3301536108477	6.02124104332195	65.3707399903894	95.9816187664295
PF3D7_1478600	27.7428456244074	7.02478121720894	143.393881269241	170.938692469736
PF3D7_1366500	668.91083338849	742.619728676374	371.137104461565	310.797622672248
PF3D7_0102500	26.7153328235035	21.0743436516268	267.809160605789	302.570626777983
PF3D7_1229400	2661.25815434131	2553.00620236851	1342.20890335106	1189.25796204881
PF3D7_0219300	115.081433701246	147.520405561388	32.6853699951947	33.8220942319799
PF3D7_1102300	2.05502560180796	1.00354017388699	53.7727054759654	39.3067581614902
PF3D7_1146000	75.0084344659905	86.3044549542813	284.679028990405	280.631971059942
PF3D7_0629700	444.913042791423	323.139935991611	724.349973764476	790.705716504396
PF3D7_0902500	8.22010240723183	4.01416069554797	39.0115706394259	51.1901966754291
PF3D7_0818900	20212.2043065822	17197.6679599014	48700.146926066	42026.2373598724
PF3D7_1221400	8.22010240723183	7.02478121720894	67.4794735384664	85.012290907409
PF3D7_0625400	41.1005120361592	31.1097453904968	142.339514495203	125.233159723818
PF3D7_0708500	125.356561710285	178.630150951885	417.529242519261	476.251651212474
PF3D7_1477000	16.4402048144637	3.01062052166098	118.089078692316	141.687151512348
PF3D7_1455300	29.7978712262154	32.1132855643837	256.211126091365	332.736278390289
PF3D7_1365900	1850.55055442807	1772.25194708443	1050.14930694238	904.055437714274
PF3D7_1420900	88.3661008777422	156.552267126371	301.548897375022	313.539954637003
PF3D7_0931100	194.199919370852	183.64785182132	424.909809937531	539.325286401842
PF3D7_1436600	87.3385880768382	118.417740518665	381.680772201951	306.227069397656
PF3D7_1238900	41.1005120361592	82.2902942587333	272.026627701943	272.404975165676
PF3D7_0501300	146.934330529269	99.3504772148122	1210.41305659624	1222.16594562587
PF3D7_0322000	4562.15683601367	4503.88830040482	2650.67806993288	2355.66315772466
PF3D7_1028700	285.648558651306	385.359426772605	1032.22507178373	980.840732727418
PF3D7_0627500	1547.43427816139	1399.93854257235	649.489932807739	552.1228355707
PF3D7_1476400	317.501455479329	332.171797556594	880.396256322179	997.294724515949
PF3D7_0307200	2698.24861517385	2635.29649662724	1180.89078692316	1224.90827759062
PF3D7_0113300	86.3110752759342	61.2159506071065	260.428593187519	291.601298918962
PF3D7_0728600	286.67607145221	227.803619472347	566.194957658695	531.098290507577
PF3D7_1127000	49.320614443391	116.410660170891	276.244094798097	266.920311236166
PF3D7_1107100	294.896173859442	274.970007645036	671.631635062549	573.147380633822
PF3D7_1226000	32.8804096289273	29.1026650427228	153.937549009627	138.944819547593
PF3D7_1143100	15.4126920135597	19.0672633038528	85.4037086971216	106.95094662545
PF3D7_1002200	209.612611384412	157.555807300258	709.588838927936	853.779351693764
PF3D7_0406200	420.252735569727	386.362966946492	928.897127927952	782.47872061013
PF3D7_1136900	36.9904608325432	80.2832139109594	275.189728024058	341.877384939473
PF3D7_0731800	9.24761520813581	5.01770086943496	55.8814390240425	75.8711843582253
PF3D7_0114400	4.11005120361592	1.00354017388699	67.4794735384664	53.0184179852658
PF3D7_0629300	17.4677176153676	8.02832139109594	102.273577081738	103.294504005777
PF3D7_0614500	2749.62425521905	2817.94080827467	974.234899211609	1110.64444572583
PF3D7_1016500	0	0	66.4251067644279	77.699405668062
PF3D7_1001900	71.9258960632785	75.2655130415244	210.873354807708	220.300667835329
PF3D7_0819500	58.5682296515268	34.1203659121577	163.426849975973	138.030708892675
PF3D7_1428400	11.3026408099438	31.1097453904968	88.5668090192372	104.208614660695
PF3D7_1357100	4524.13886238022	3673.96057660028	2030.71040679822	1776.11700250641
PF3D7_1016600	100.69625448859	93.3292361714903	251.993658995211	234.012327659104
PF3D7_1144300	497.316195637526	551.947095637846	276.244094798097	244.981655518125
PF3D7_0410000	93.5036648822621	53.1876292160106	282.570295442328	316.282286601758
PF3D7_1249700	3.08253840271194	1.00354017388699	30.5766364471176	42.9632007811637
PF3D7_1346600	83.2285368732223	58.2053300854455	12.6524012884625	14.625770478694
PF3D7_1133400	252.768149022379	235.831940863443	1219.90235756259	1129.84076947911
PF3D7_1466400	321.611506682945	299.054971818324	697.990804413512	675.52777398468
PF3D7_1149600	9.24761520813581	5.01770086943496	102.273577081738	122.490827759062
PF3D7_0314700	27.7428456244074	19.0672633038528	118.089078692316	152.656479371369
PF3D7_1331800	1671.76332707077	1873.60950464701	916.24472663949	779.736388645375
PF3D7_1465900	2637.62535992051	2531.93185871688	983.724200177956	1002.77938844546
PF3D7_0114000	11.3026408099438	10.0354017388699	315.255665437523	336.392721009963
PF3D7_1031300	11.3026408099438	22.0778838255138	79.0775080528904	79.5276269778988
PF3D7_1233200	18.4952304162716	18.0637231299659	123.360912562509	122.490827759062
PF3D7_0903900	1748.82678713857	2041.20071368614	732.784907956784	760.540064892089
PF3D7_1035500	91.4486392804541	49.1734685204626	178.187984812513	207.503118666471
PF3D7_0302200	350.381865108257	378.334645555396	119.143445466355	129.803712998409
PF3D7_0808800	270.235866637746	190.672633038528	1060.69297468277	1001.86527779054
PF3D7_1201000	586.709809316172	390.37712764204	1068.07354210104	1100.58922852173
PF3D7_1207800	10.2751280090398	17.0601829560789	68.533840312505	85.9264015623274
PF3D7_0730800	108.916356895822	21.0743436516268	780.231412788518	829.098364010968
PF3D7_0219200	1190.88733624771	1354.77923474744	588.336659913504	532.926511817414
PF3D7_1321900	206.5300729817	215.761137385703	544.053255403886	547.552282296108
PF3D7_0721600	3566.49693193771	3650.87915260088	1883.09905843283	1875.75506389251
PF3D7_1476800	42.1280248370631	58.2053300854455	180.29671836059	183.736241638594
PF3D7_0609700	67.8158448596626	51.1805488682366	178.187984812513	210.245450631227
PF3D7_1417200	254.823174624187	175.619530430224	453.377712836571	493.619753655923
PF3D7_0220500	22.6052816198875	12.0424820866439	94.8930096634684	126.147270378736
PF3D7_0801900	115.081433701246	97.3433968670382	317.3643989856	329.993946425534
PF3D7_1370300	41.1005120361592	14.0495624344179	275.189728024058	305.312958742738
PF3D7_1116800	310.308865873002	265.938146080053	1106.03074596643	1122.52788423977
PF3D7_1301700	120.218997705766	137.485003822518	337.397367692332	370.214815241943
PF3D7_1034400	299.006225063058	326.150556513272	689.555870221204	560.349831464965
PF3D7_0304400	1857.74314403439	2321.18842220061	922.570927283721	845.552355799498
PF3D7_0532600	12.3301536108477	2.00708034777398	121.252179014432	169.1104711599
PF3D7_0602100	169.539612149157	101.357557562586	333.179900596178	399.466356199331
PF3D7_0718700	62.6782808551427	67.2371916504285	9.48930096634684	13.7116598237756
PF3D7_0311300	342.161762701025	463.63556033579	886.722456966411	770.595282096191
PF3D7_0909700	43.1555376379671	48.1699283465756	162.372483201935	177.337467054165
PF3D7_1221000	138.714228122037	89.3150754759423	299.440163826945	344.619716904228
PF3D7_0312800	1438.51792126557	1743.1492820417	791.829447302942	684.668880533864
PF3D7_0219900	12.3301536108477	10.0354017388699	59.0445393461581	61.2454138795312
PF3D7_1143800	47.265588841583	42.1486873032537	234.069423836555	279.717860405023
PF3D7_1114200	80.1459984705103	106.375258432021	224.580122870209	229.441774384513
PF3D7_0423500	322.639019483849	432.525814945294	923.625294057759	785.221052574886
PF3D7_1149400	162.347022542829	86.3044549542813	397.496273812529	416.83445864278
PF3D7_1002100	85.2835624750303	61.2159506071065	366.919637365411	334.564499700126
PF3D7_1108000	248.658097818763	285.005409383906	638.946265067354	606.055364210884
PF3D7_1211900	655.553166976739	503.77716729127	1258.91392820201	1377.56475696199
PF3D7_1016700	33.9079224298313	17.0601829560789	225.634489644247	268.748532546003
PF3D7_1122800	43.1555376379671	30.1062052166098	122.30654578847	153.570590026287
PF3D7_1473400	19.5227432171756	22.0778838255138	198.220953519245	164.539917885308
PF3D7_0902600	18.4952304162716	14.0495624344179	144.44824804328	178.251577709083
PF3D7_1038800	18.4952304162716	11.0389419127569	220.362655774054	282.460192369778
PF3D7_0221700	8.22010240723183	12.0424820866439	67.4794735384664	79.5276269778988
PF3D7_1343700	193.172406569948	110.389419127569	372.191471235604	412.263905368188
PF3D7_0731500	75.0084344659905	80.2832139109594	248.830558673095	338.220942319799
PF3D7_0513300	8317.71612331771	8229.02942587333	2371.27087481267	2276.13553074676
PF3D7_0217800	1215.54764346941	1524.37752413434	466.030114125034	469.852876628046
PF3D7_0925700	285.648558651306	325.147016339385	768.633378274094	713.006310836334
PF3D7_1242700	1817.67014479914	1665.87668865241	910.972892769297	862.006347588029
PF3D7_1477900	1.02751280090398	1.00354017388699	54.827072250004	52.1043073303475
PF3D7_1409100	307.22632747029	330.16471720882	855.091453745254	862.006347588029
PF3D7_1427100	66.7883320587586	40.1416069554797	172.91615094232	196.533790807451
PF3D7_0731300	208.585098583508	211.746976690155	485.008716057727	470.766987282964
PF3D7_1038900	34.9354352307353	42.1486873032537	107.545410951931	133.460155618083
PF3D7_1149500	0	0	23.1960690288478	31.0797622672248
PF3D7_1351000	107.888844094918	60.2124104332195	195.05785319713	227.613553074676
PF3D7_1010000	117.136459303054	135.477923474744	33.7397367692332	31.0797622672248
PF3D7_0113900	11.3026408099438	12.0424820866439	74.8600409567362	54.8466392951026
PF3D7_1246300	192.144893769044	179.633691125772	388.006972846182	413.178016023106
PF3D7_1439900	2650.98302633227	2098.4025035977	1072.29100919719	1142.63831864797
PF3D7_1312500	10.2751280090398	15.0531026083049	86.4580754711601	102.380393350858
PF3D7_1149200	12.3301536108477	19.0672633038528	128.632746432702	157.227032645961
PF3D7_1431700	1660.46068626083	2112.45206603212	653.707399903894	692.895876428129
PF3D7_0817300	79.1184856696064	57.2017899115585	385.898239298105	396.724024234575
PF3D7_0102600	8.22010240723183	11.0389419127569	233.015057062517	256.865094032064
PF3D7_1424100	3107.19870993363	3357.84542182588	1559.408458803	1489.08625686204
PF3D7_1001400	33.9079224298313	11.0389419127569	189.786019326937	234.012327659104
PF3D7_1370800	136.659202520229	252.892123819522	988.996034048149	968.043183558561
PF3D7_0903600	55.4856912488149	34.1203659121577	121.252179014432	153.570590026287
PF3D7_1142600	2131.06154907485	2338.24860515669	1108.1394795145	1058.54013839548
PF3D7_1341200	1975.90711613835	2248.93352968075	975.289265985648	799.84682305358
PF3D7_1204300	4677.23826971491	5662.9772012443	2361.78157384633	2139.93304316392
PF3D7_0913200	1356.31689719325	1374.85003822518	617.858929586583	591.42959373219
PF3D7_1118500	297.978712262154	265.938146080053	571.466791528888	574.975601943659
PF3D7_1338300	3044.52042907849	3509.37998808281	1606.85496363473	1568.61388383993
PF3D7_1002000	0	1.00354017388699	50.6096051538498	51.1901966754291
PF3D7_1370900	496.288682836622	924.26050014992	4262.80486743781	4586.0931557255
PF3D7_0931300	3.08253840271194	6.02124104332195	73.8056741826977	91.4110654918377
PF3D7_0721100	2041.66793539621	2077.32815994607	1127.1180814472	1011.00638433972
PF3D7_1350500	210.640124185316	225.796539124573	482.89998250965	464.368212698535
PF3D7_1245800	70.8983832623745	96.3398566931512	210.873354807708	207.503118666471
PF3D7_1435700	635.002910958659	412.455011467554	1250.47899400971	1221.25183497095
PF3D7_0113100	5.13756400451989	0	36.9028370913488	40.2208688164086
PF3D7_1124900	790.15734389516	749.644509893583	328.962433500024	286.116634989452
PF3D7_1342600	165.429560945541	278.984168340584	856.145820519293	916.852986883132
PF3D7_0605900	63.7057936560467	85.3009147803943	211.927721581746	205.674897356635
PF3D7_1459800	802.487497506008	970.423348148721	433.344744129839	396.724024234575
PF3D7_0108500	44.1830504388711	50.1770086943496	398.550640586567	425.061454537045
PF3D7_1335000	3.08253840271194	1.00354017388699	107.545410951931	82.2699589426539
PF3D7_0705700	1368.6470508041	1427.0341272673	680.066569254857	643.533901062537
PF3D7_1218500	119.191484904862	106.375258432021	437.562211225993	451.570663529678
PF3D7_1102600	3.08253840271194	2.00708034777398	131.795846754817	162.711696575471
PF3D7_0620000	8.22010240723183	12.0424820866439	78.0231412788518	81.3558482877355
PF3D7_1372400	110.97138249763	106.375258432021	287.842129312521	319.024618566513
PF3D7_1036000	33.9079224298313	26.0920445210618	108.599777725969	127.061381033654
PF3D7_0202500	83.2285368732223	87.3079951281683	398.550640586567	312.625843982085
PF3D7_1025700	237.355457008819	196.69387408185	74.8600409567362	100.552172041021
PF3D7_1218000	17.4677176153676	14.0495624344179	139.176414173087	125.233159723818
PF3D7_0113600	3.08253840271194	0	32.6853699951947	57.5889712598577
PF3D7_0830600	43.1555376379671	26.0920445210618	109.654144500008	117.006163829552
PF3D7_1301600	36.9904608325432	29.1026650427228	245.667458350979	281.54608171486
PF3D7_1317200	96.586203284974	45.1593078249146	201.384053841361	214.816003905819
PF3D7_0801000	214.750175388932	139.492084170292	719.078139894283	818.129036151947
PF3D7_0103200	713.093883827361	763.694072328001	355.321602850987	299.828294813228
PF3D7_0318800	2.05502560180796	5.01770086943496	75.9144077307747	85.9264015623274
PF3D7_1222700	215.777688189836	299.054971818324	634.7287979712	565.834495394475
PF3D7_1003500	1430.29781885834	1697.98997421679	727.513074086591	640.791569097782
PF3D7_1037600	441.830504388711	474.674502248547	203.492787389438	212.073671941063
PF3D7_0102200	32.8804096289273	79.2796737370724	467.084480899072	532.012401162495
PF3D7_0424300	10.2751280090398	9.03186156498293	217.199555451939	230.355885039431
PF3D7_0507100	3623.01013598743	3565.57823782048	2069.72197743765	1760.57712137279
PF3D7_1372200	170.567124950061	52.1840890421236	391.170073168298	376.613589826371
PF3D7_1224300	8356.76160975206	7214.45031007359	13397.8385977077	14838.75826129
PF3D7_0511200	366.82206992272	354.249681382108	158.155016105781	124.319049068899
PF3D7_0315600	25.6878200225995	28.0991248688358	296.277063504829	286.116634989452
PF3D7_0411000	39.0454864343512	28.0991248688358	222.471389322132	245.895766173043
PF3D7_1351700	68.8433576605666	84.2973746065073	228.797589966363	281.54608171486
PF3D7_1211300	111.998895298534	95.3363165192642	261.482959961557	270.576753855839
PF3D7_1401400	55.4856912488149	28.0991248688358	199.275320293284	190.135016223022
PF3D7_0220300	19.5227432171756	30.1062052166098	269.917894153866	271.490864510758
PF3D7_0924000	72.9534088641825	97.3433968670382	258.319859639442	249.552208792717
PF3D7_0309300	207.557585782604	246.8708827762	647.381199259662	680.098327259272
PF3D7_0422400	1813.56009359552	1824.43603612655	983.724200177956	1007.34994172005
PF3D7_1035800	41.1005120361592	17.0601829560789	210.873354807708	203.846676046798
PF3D7_1217700	162.347022542829	173.61245008245	422.801076389454	393.98169226982
PF3D7_0520000	2437.26036374424	2116.46622672767	1248.37026046163	1236.79171610456
PF3D7_1414300	2740.37664001091	2324.19904272227	1077.56284306739	1147.20887192256
PF3D7_1371800	228.107841800683	126.446061909761	550.379456048117	598.742478971537
PF3D7_0202200	4.11005120361592	5.01770086943496	105.436677403854	107.865057280368
PF3D7_1372000	2.05502560180796	2.00708034777398	131.795846754817	170.024581814818
PF3D7_1213900	101.723767289494	98.3469370409252	239.341257706748	269.662643200921
PF3D7_1440500	57.5407168506228	38.1345266077057	238.28689093271	240.411102243533
PF3D7_0830400	675.075910193914	654.308193374319	256.211126091365	274.233196475513
PF3D7_1425600	5.13756400451989	2.00708034777398	66.4251067644279	95.9816187664295
PF3D7_1362000	101.723767289494	136.481463648631	325.799333177908	270.576753855839
PF3D7_1201500	133.576664117517	116.410660170891	268.863527379827	308.055290707493
PF3D7_1343200	240.437995411531	285.005409383906	574.629891851003	503.674970860025
PF3D7_1004000	2590.35977107893	2818.94434844856	1427.61261204818	1249.58926527342
PF3D7_0321500	503.48127244295	496.752386074061	163.426849975973	142.601262167267
PF3D7_0219700	13.3576664117517	4.01416069554797	99.1104767596226	101.46628269594
PF3D7_1038700	8.22010240723183	5.01770086943496	86.4580754711601	85.9264015623274
PF3D7_0828800	20.5502560180796	36.1274462599317	106.491044177892	127.061381033654
PF3D7_1423600	144.879304927461	222.785918602912	440.725311548109	460.711770078862
PF3D7_0408600	77.0634600677984	99.3504772148122	352.158502528872	323.595171841105
PF3D7_0519400	2099.20865224683	2776.79566114531	956.310664052954	949.760970460193
PF3D7_1477500	95.55869048407	43.1522274771407	274.13536125002	345.533827559146
PF3D7_0805100	6.16507680542387	15.0531026083049	99.1104767596226	91.4110654918377
PF3D7_0218800	81.1735112714143	89.3150754759423	7.38056741826977	11.8834385139389
PF3D7_0424400	1.02751280090398	0	25.3048025769249	29.2515409573881
PF3D7_1434800	889.826085582846	855.016228151717	431.236010581762	447.914220910005
PF3D7_1426000	1941.99919370852	2285.06097594068	927.842761153913	864.748679552784
PF3D7_1025000	317.501455479329	294.037270948889	792.883814076981	768.767060786355
PF3D7_1302800	1911.1738096814	1592.61825595866	773.905212144287	742.257851793722
PF3D7_0114500	5.13756400451989	2.00708034777398	55.8814390240425	79.5276269778988
PF3D7_1016800	20.5502560180796	16.0566427821919	190.840386100975	232.184106349268
PF3D7_0214300	11.3026408099438	28.0991248688358	214.036455129823	262.349757961574
PF3D7_0502400	5.13756400451989	1.00354017388699	87.5124422451987	99.638061386103
PF3D7_0110600	209.612611384412	204.722195472946	421.746709615415	439.687225015739
PF3D7_1207100	356.546941913681	237.839021211217	927.842761153913	985.41128600201
PF3D7_1217200	212.695149787124	185.654932169094	517.694086052922	521.043073303475
PF3D7_0702400	105.83381849311	70.2478121720894	672.686001836587	634.392794513353
PF3D7_0423700	51.3756400451989	25.0885043471748	165.53558352405	142.601262167267
PF3D7_0113000	1685.12099348253	1278.51018153203	4306.03390517339	4748.80485230097
PF3D7_1408600	3011.64001944956	2694.50536688657	1548.86479106261	1429.66906429234
PF3D7_0729900	22.6052816198875	33.1168257382707	81.1862416009674	112.43561055496
PF3D7_1357000	3388.73721738132	2790.84522357972	1662.73640265877	1296.20890867426
PF3D7_1341300	2463.97569656774	2908.2594239245	1244.15279336547	1161.83464240126
PF3D7_0402000	687.406063804762	406.433770424232	1460.29798204338	1530.22123633336
PF3D7_0532300	511.701374850181	182.644311647433	1037.49690565392	1094.1904539373
