vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1473700	7.19258960632785	4.01416069554797	239.341257706748	309.88351201733
PF3D7_0516800	464.435786008598	355.253221555995	847.710886326985	830.012474665886
PF3D7_0809900	75.0084344659905	69.2442719982024	214.036455129823	230.355885039431
PF3D7_1426100	951.476853637084	848.994987108395	363.756537043296	433.288450431311
PF3D7_0934700	567.187066098996	695.453340503685	1386.49230786068	1199.31317925291
PF3D7_1450700	233.245405805203	264.934605906166	538.781421533693	563.09216342972
PF3D7_1424400	4049.42794836258	4152.64923954437	1799.80408328378	1509.19669127024
PF3D7_1328500	193.172406569948	197.697414255737	534.563954437539	540.239397056761
PF3D7_1323400	2550.28677184368	3103.94975783247	1540.4298568703	1482.68748227761
PF3D7_1404300	0	3.01062052166098	36.9028370913488	35.6503155418167
PF3D7_1435800	41.1005120361592	43.1522274771407	259.37422641348	238.582880933696
PF3D7_1355700	480.875990823062	442.561216684163	153.937549009627	192.877348187777
PF3D7_0918900	247.630585017859	197.697414255737	439.67094477407	495.44797496576
PF3D7_0726200	2.05502560180796	5.01770086943496	60.0989061201967	97.8098400762663
PF3D7_0113400	1.02751280090398	1.00354017388699	140.230780947126	134.374266273001
PF3D7_1466200	78.0909728687024	45.1593078249146	185.568552230783	237.668770278778
PF3D7_0215300	5.13756400451989	8.02832139109594	147.611348365395	166.368139195145
PF3D7_0314400	87.3385880768382	139.492084170292	279.407195120213	297.085962848472
PF3D7_0617800	474.710914017638	637.24801041824	1625.83356556743	1568.61388383993
PF3D7_0206300	115.081433701246	65.2301113026545	266.75479383175	284.288413679615
PF3D7_1133700	73.9809216650865	57.2017899115585	402.768107682722	478.993983177229
PF3D7_1460300	753.166883062617	937.30652241045	428.072910259646	401.294577509167
PF3D7_1461600	326.749070687465	298.051431644437	656.870500226009	649.018564992047
PF3D7_0512700	367.849582723624	346.221359991012	163.426849975973	129.803712998409
PF3D7_1404800	78.0909728687024	37.1309864338187	211.927721581746	259.607425996819
PF3D7_1236200	61.6507680542387	61.2159506071065	510.313518634652	616.110581414986
PF3D7_1451000	44.1830504388711	41.1451471293667	169.753050620205	152.656479371369
PF3D7_0424500	22.6052816198875	31.1097453904968	299.440163826945	323.595171841105
PF3D7_0730900	46.238076040679	10.0354017388699	396.44190703849	534.75473312725
PF3D7_1466100	47.265588841583	44.1557676510276	149.720081913472	139.858930202512
PF3D7_1109900	1062.44823613471	1354.77923474744	578.847358947157	566.748606049394
PF3D7_1219000	135.631689719325	93.3292361714903	328.962433500024	411.349794713269
PF3D7_0320800	366.82206992272	387.366507120379	929.951494701991	826.356032046212
PF3D7_0925400	43.1555376379671	59.2088702593325	224.580122870209	238.582880933696
PF3D7_1032700	139.741740922941	120.424820866439	297.331430278868	309.88351201733
PF3D7_1130100	1143.62174740613	1236.36149422877	507.150418312537	484.47864710674
PF3D7_1201200	27.7428456244074	17.0601829560789	120.197812240393	129.803712998409
PF3D7_1115800	66.7883320587586	82.2902942587333	728.56744086063	658.159671541231
PF3D7_1134600	20.5502560180796	12.0424820866439	121.252179014432	110.607389245124
PF3D7_0813900	2140.30916428299	2582.10886741123	953.147563730838	900.398995094601
PF3D7_1469600	80.1459984705103	35.1239060860447	257.265492865403	271.490864510758
PF3D7_0719600	1893.70609206603	2036.18301281671	826.623550846214	868.405122172458
PF3D7_0406500	403.812530755264	301.062052166098	1121.846247577	1090.53401131762
PF3D7_1226100	10.2751280090398	9.03186156498293	445.997145418302	431.460229121474
PF3D7_1123100	214.750175388932	151.534566256936	731.730541182745	743.17196244864
PF3D7_1125700	69.8708704614706	72.2548925198634	212.982088355785	209.331339976308
PF3D7_0304200	153.099407334693	251.888583645635	481.845615735612	453.398884839515
PF3D7_1201100	28.7703584253114	9.03186156498293	999.539701788534	1081.39290476844
PF3D7_0317600	1989.2647825501	1915.75819195027	838.221585360638	734.944966554375
PF3D7_0216700	374.014659529048	345.217819817125	863.526387937563	827.270142701131
PF3D7_0818100	21.5777688189836	44.1557676510276	133.904580302894	138.030708892675
PF3D7_0818200	7134.02137667633	8100.5762836158	4521.12472707725	4150.06237332943
PF3D7_1402800	172.622150551868	174.615990256337	458.649546706764	468.938765973127
PF3D7_1370500	468.545837212214	911.214477889389	3900.10269716855	4166.51636511796
PF3D7_0113700	77.0634600677984	70.2478121720894	569.358057980811	651.760896956803
PF3D7_0802600	142.824279325653	116.410660170891	294.168329956752	296.171852193554
PF3D7_0420300	177.759714556388	111.392959301456	350.049768980795	442.429556980494
PF3D7_0608500	1501.19620212071	1691.96873317347	789.720713754865	832.754806630641
PF3D7_1474000	11.3026408099438	9.03186156498293	270.972260927904	313.539954637003
PF3D7_0902000	34.9354352307353	24.0849641732878	115.980345144239	133.460155618083
PF3D7_1019300	142.824279325653	77.2725933892984	255.156759317326	285.202524334534
PF3D7_1362700	148.989356131077	160.566427821919	1107.08511274046	1195.65673663324
